validador_diario_24hs,carr,carros_sales_force,territorio,empresa,modalidade,v,caixas_enviadas,caixas_retornadas,pct_caixas_retornadas,objetivo_de_retorno,situacao_dia,data,obs
BR0442243R46217,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442232R46217,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442240R46217,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442242R46217,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442233R46217,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442234R46217,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442235R46217,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442245R46217,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442246R46217,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0075485R46218,C470741,BR0075485,TD Curitiba,FADEL,M1,R,14.0,,,9.799999999999999,,2026-07-15,
BR0075488R46218,C470038,BR0075488,TD Curitiba,FADEL,M1,R,17.0,34,2.0,11.899999999999999,22.1,2026-07-15,
BR0075494R46218,C470024,BR0075494,TD Curitiba,FADEL,M1,R,20.0,0,0.0,14.0,-14.0,2026-07-15,
BR0075517R46218,C470831,BR0075517,TD Curitiba,FADEL,M1,R,30.0,,,21.0,,2026-07-15,
BR0075564R46218,C470740,BR0075564,TD Curitiba,FADEL,M1,R,15.0,0,0.0,10.5,-10.5,2026-07-15,
BR0075595R46218,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075598R46218,C470749,BR0075598,TD Curitiba,FADEL,M1,R,10.0,,,7.0,,2026-07-15,
BR0075727R46218,C470905,BR0075727,TD Curitiba,FADEL,M1,R,12.0,,,8.399999999999999,,2026-07-15,
BR0075816R46218,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-15,
BR0075950R46218,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,24.0,21,0.875,16.799999999999997,4.200000000000003,2026-07-15,
BR0219554R46218,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0219562R46218,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075813R46218,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0219544R46218,C470003,BR0219544,TD Curitiba,FADEL,M1,R,40.0,,,28.0,,2026-07-15,
BR0219545R46218,C470010,BR0219545,TD Curitiba,FADEL,M1,R,28.0,,,19.599999999999998,,2026-07-15,
BR0219549R46218,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075703R46218,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075865R46218,C470745,BR0075865,TD Curitiba,FADEL,M1,R,20.0,,,14.0,,2026-07-15,
BR0075849R46218,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075512R46218,C470902,BR0075512,TD Curitiba,FADEL,M1,R,29.0,,,20.299999999999997,,2026-07-15,
BR0075841R46218,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075785R46218,C470904,BR0075785,TD Curitiba,FADEL,M1,R,15.0,,,10.5,,2026-07-15,
BR0075542R46218,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0422998R46218,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0422999R46218,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0423000R46218,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0423001R46218,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0423002R46218,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075882R46218,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0219552R46218,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0219546R46218,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0219599R46218,C470808,BR0219599,TD Curitiba,FADEL,M1,R,45.0,,,31.499999999999996,,2026-07-15,
BR0219600R46218,C470809,BR0219600,TD Curitiba,FADEL,M1,R,48.0,0,0.0,33.599999999999994,-33.599999999999994,2026-07-15,
BR0219601R46218,C470810,BR0219601,TD Curitiba,FADEL,M1,R,41.0,15,0.36585365853658536,28.7,-13.7,2026-07-15,
BR0219603R46218,C470823,BR0219603,TD Curitiba,FADEL,M1,R,46.0,0,0.0,32.199999999999996,-32.199999999999996,2026-07-15,
BR0219605R46218,C470824,BR0219605,TD Curitiba,FADEL,M1,R,66.0,,,46.199999999999996,,2026-07-15,
BR0219606R46218,C470825,BR0219606,TD Curitiba,FADEL,M1,R,70.0,0,0.0,49.0,-49.0,2026-07-15,
BR0219609R46218,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0219610R46218,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075562R46218,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075684R46218,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075652R46218,C470751,BR0075652,TD Curitiba,FADEL,M1,R,14.0,0,0.0,9.799999999999999,-9.799999999999999,2026-07-15,
BR0219608R46218,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075807R46218,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075798R46218,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075774R46218,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075712R46218,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075595R46218,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075783R46218,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-15,
BR0075507R46218,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-15,
BR0075522R46218,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,34.0,38,1.1176470588235294,23.799999999999997,14.200000000000003,2026-07-15,
BR0075549R46218,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,26.0,,,18.2,,2026-07-15,
BR0075781R46218,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,15.0,177,11.8,10.5,166.5,2026-07-15,
BR0075802R46218,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,20.0,,,14.0,,2026-07-15,
BR0442251R46218,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442252R46218,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442186R46218,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442230R46218,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442231R46218,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442185R46218,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442702R46218,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0347315R46218,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0347316R46218,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442236R46218,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442237R46218,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442243R46218,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442232R46218,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442240R46218,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-15,
BR0442242R46218,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442233R46218,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442234R46218,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442235R46218,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442245R46218,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0442246R46218,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-15,
BR0075485R46219,C470741,BR0075485,TD Curitiba,FADEL,M1,R,,35,,0.0,35.0,2026-07-16,
BR0075488R46219,C470038,BR0075488,TD Curitiba,FADEL,M1,R,,23,,0.0,23.0,2026-07-16,
BR0075494R46219,C470024,BR0075494,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-16,
BR0075517R46219,C470831,BR0075517,TD Curitiba,FADEL,M1,R,,24,,0.0,24.0,2026-07-16,
BR0075564R46219,C470740,BR0075564,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075595R46219,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-16,
BR0075598R46219,C470749,BR0075598,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-16,
BR0075727R46219,C470905,BR0075727,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075816R46219,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-16,
BR0075950R46219,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-16,
BR0219554R46219,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0219562R46219,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075813R46219,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0219544R46219,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-16,
BR0219545R46219,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0219549R46219,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075703R46219,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075865R46219,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075849R46219,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075512R46219,C470902,BR0075512,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-16,
BR0075841R46219,C470743,BR0075841,TD Curitiba,FADEL,M1,R,24.0,,,16.799999999999997,,2026-07-16,
BR0075785R46219,C470904,BR0075785,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075542R46219,C470868,BR0075542,TD Curitiba,FADEL,M1,R,21.0,,,14.7,,2026-07-16,
BR0422998R46219,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0422999R46219,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0423000R46219,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0423001R46219,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0423002R46219,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075882R46219,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0219552R46219,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0219546R46219,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0219599R46219,C470808,BR0219599,TD Curitiba,FADEL,M1,R,22.0,,,15.399999999999999,,2026-07-16,
BR0219600R46219,C470809,BR0219600,TD Curitiba,FADEL,M1,R,33.0,35,1.0606060606060606,23.099999999999998,11.900000000000002,2026-07-16,
BR0219601R46219,C470810,BR0219601,TD Curitiba,FADEL,M1,R,33.0,0,0.0,23.099999999999998,-23.099999999999998,2026-07-16,
BR0219603R46219,C470823,BR0219603,TD Curitiba,FADEL,M1,R,45.0,,,31.499999999999996,,2026-07-16,
BR0219605R46219,C470824,BR0219605,TD Curitiba,FADEL,M1,R,18.0,,,12.6,,2026-07-16,
BR0219606R46219,C470825,BR0219606,TD Curitiba,FADEL,M1,R,29.0,,,20.299999999999997,,2026-07-16,
BR0219609R46219,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0219610R46219,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075562R46219,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075684R46219,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075652R46219,C470751,BR0075652,TD Curitiba,FADEL,M1,R,10.0,,,7.0,,2026-07-16,
BR0219608R46219,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075807R46219,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075798R46219,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075774R46219,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075712R46219,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075595R46219,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-16,
BR0075783R46219,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-16,
BR0075507R46219,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-16,
BR0075522R46219,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,21.0,18,0.8571428571428571,14.7,3.3000000000000007,2026-07-16,
BR0075549R46219,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,12.0,0,0.0,8.399999999999999,-8.399999999999999,2026-07-16,
BR0075781R46219,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,29.0,,,20.299999999999997,,2026-07-16,
BR0075802R46219,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,36.0,0,0.0,25.2,-25.2,2026-07-16,
BR0442251R46219,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442252R46219,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442186R46219,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442230R46219,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,0,,0.0,0.0,2026-07-16,
BR0442231R46219,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442185R46219,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442702R46219,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0347315R46219,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0347316R46219,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442236R46219,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442237R46219,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442243R46219,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442232R46219,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442240R46219,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-16,
BR0442242R46219,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442233R46219,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442234R46219,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442235R46219,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0442245R46219,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-16,
BR0442246R46219,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-16,
BR0075485R46223,C470741,BR0075485,TD Curitiba,FADEL,M1,R,32.0,,,22.4,,2026-07-20,
BR0075488R46223,C470038,BR0075488,TD Curitiba,FADEL,M1,R,78.0,35,0.44871794871794873,54.599999999999994,-19.599999999999994,2026-07-20,
BR0075494R46223,C470024,BR0075494,TD Curitiba,FADEL,M1,R,34.0,0,0.0,23.799999999999997,-23.799999999999997,2026-07-20,
BR0075517R46223,C470831,BR0075517,TD Curitiba,FADEL,M1,R,25.0,,,17.5,,2026-07-20,
BR0075564R46223,C470740,BR0075564,TD Curitiba,FADEL,M1,R,41.0,,,28.7,,2026-07-20,
BR0075595R46223,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075598R46223,C470749,BR0075598,TD Curitiba,FADEL,M1,R,32.0,,,22.4,,2026-07-20,
BR0075727R46223,C470905,BR0075727,TD Curitiba,FADEL,M1,R,45.0,,,31.499999999999996,,2026-07-20,
BR0075816R46223,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,13.0,,,9.1,,2026-07-20,
BR0075950R46223,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,23.0,,,16.099999999999998,,2026-07-20,
BR0219554R46223,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0219562R46223,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075813R46223,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0219544R46223,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0219545R46223,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0219549R46223,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075703R46223,C470742,BR0075703,TD Curitiba,FADEL,M1,R,8.0,,,5.6,,2026-07-20,
BR0075865R46223,C470745,BR0075865,TD Curitiba,FADEL,M1,R,31.0,,,21.7,,2026-07-20,
BR0075849R46223,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075512R46223,C470902,BR0075512,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075841R46223,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075785R46223,C470904,BR0075785,TD Curitiba,FADEL,M1,R,39.0,,,27.299999999999997,,2026-07-20,
BR0075542R46223,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0422998R46223,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0422999R46223,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0423000R46223,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0423001R46223,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0423002R46223,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075882R46223,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0219552R46223,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0219546R46223,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0219599R46223,C470808,BR0219599,TD Curitiba,FADEL,M1,R,32.0,,,22.4,,2026-07-20,
BR0219600R46223,C470809,BR0219600,TD Curitiba,FADEL,M1,R,30.0,,,21.0,,2026-07-20,
BR0219601R46223,C470810,BR0219601,TD Curitiba,FADEL,M1,R,34.0,,,23.799999999999997,,2026-07-20,
BR0219603R46223,C470823,BR0219603,TD Curitiba,FADEL,M1,R,35.0,,,24.5,,2026-07-20,
BR0219605R46223,C470824,BR0219605,TD Curitiba,FADEL,M1,R,26.0,,,18.2,,2026-07-20,
BR0219606R46223,C470825,BR0219606,TD Curitiba,FADEL,M1,R,36.0,0,0.0,25.2,-25.2,2026-07-20,
BR0219609R46223,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0219610R46223,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075562R46223,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075684R46223,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075652R46223,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0219608R46223,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075807R46223,C470747,BR0075807,TD Curitiba,FADEL,M1,R,13.0,,,9.1,,2026-07-20,
BR0075798R46223,C470748,BR0075798,TD Curitiba,FADEL,M1,R,10.0,,,7.0,,2026-07-20,
BR0075774R46223,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075712R46223,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075595R46223,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075783R46223,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-20,
BR0075507R46223,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-20,
BR0075522R46223,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,25.0,,,17.5,,2026-07-20,
BR0075549R46223,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,35.0,,,24.5,,2026-07-20,
BR0075781R46223,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,11.0,0,0.0,7.699999999999999,-7.699999999999999,2026-07-20,
BR0075802R46223,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,24.0,,,16.799999999999997,,2026-07-20,
BR0442251R46223,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442252R46223,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442186R46223,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442230R46223,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442231R46223,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442185R46223,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442702R46223,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0347315R46223,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0347316R46223,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442236R46223,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442237R46223,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442243R46223,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442232R46223,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442240R46223,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442242R46223,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442233R46223,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442234R46223,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442235R46223,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442245R46223,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0442246R46223,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-20,
BR0075485R46224,C470741,BR0075485,TD Curitiba,FADEL,M1,R,32.0,,,22.4,,2026-07-21,
BR0075488R46224,C470038,BR0075488,TD Curitiba,FADEL,M1,R,55.0,99,1.8,38.5,60.5,2026-07-21,
BR0075494R46224,C470024,BR0075494,TD Curitiba,FADEL,M1,R,66.0,21,0.3181818181818182,46.199999999999996,-25.199999999999996,2026-07-21,
BR0075517R46224,C470831,BR0075517,TD Curitiba,FADEL,M1,R,12.0,,,8.399999999999999,,2026-07-21,
BR0075564R46224,C470740,BR0075564,TD Curitiba,FADEL,M1,R,65.0,28,0.4307692307692308,45.5,-17.5,2026-07-21,
BR0075595R46224,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-21,
BR0075598R46224,C470749,BR0075598,TD Curitiba,FADEL,M1,R,28.0,0,0.0,19.599999999999998,-19.599999999999998,2026-07-21,
BR0075727R46224,C470905,BR0075727,TD Curitiba,FADEL,M1,R,55.0,,,38.5,,2026-07-21,
BR0075816R46224,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-21,
BR0075950R46224,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,35.0,0,0.0,24.5,-24.5,2026-07-21,
BR0219554R46224,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0219562R46224,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075813R46224,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
